"","year","age","maritl","race","education","region","jobclass","health","health_ins","logwage","wage"
"2652",2007,19,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","3.72427586960079",41.4412130349115
"2653",2004,44,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.76342799356294",117.146816914805
"2654",2003,26,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.30102999566398",73.7757432746946
"2655",2005,54,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.46239799789896",86.6951548289402
"2656",2006,32,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"2657",2008,49,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.95424250943933",141.77517233318
"2658",2005,35,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.26007138798508",70.8150386167557
"2659",2007,34,"Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.27875360095283",72.1504556815713
"2660",2003,23,"Never Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4",54.5981500331442
"2661",2008,60,"Married","Asian","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.84509804001426",127.115743812184
"2662",2006,54,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","4.30102999566398",73.7757432746946
"2663",2003,31,"Married","Black","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.93951925261862",139.703071527658
"2664",2006,47,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","5.07918124604763",160.642475408263
"2665",2003,48,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","3.17609125905568",23.9529444789965
"2666",2005,48,"Married","White","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.7481880270062",115.375038556391
"2667",2004,35,"Married","White","HS Grad","2. Middle Atlantic","Information","<=Good","2. No","4.74036268949424",114.475713290347
"2668",2006,55,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"2669",2004,35,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.92427928606188",137.590142766506
"2670",2009,37,"Married","Asian","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.17609125905568",176.989650489877
"2671",2003,27,"Never Married","Black","HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","3.14736710779379",23.2747040516601
"2672",2007,64,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.50514997831991",90.4819133566401
"2673",2003,52,"Divorced","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.30102999566398",73.7757432746946
"2674",2006,47,"Separated","Black","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.41497334797082",82.6796372966372
"2675",2003,26,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.04139268515823",56.9055391446732
"2676",2005,41,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.85733249643127",128.680488220624
"2677",2009,22,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.31806333496276",75.0431540173515
"2678",2004,76,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","2. No","4.30102999566398",73.7757432746946
"2679",2006,46,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.68274058133502",108.065830309718
"2680",2006,39,"Married","Black","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.81291335664286",123.089699847943
"2681",2006,39,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.62689955920852",277.79948020565
"2682",2004,23,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.30102999566398",73.7757432746946
"2683",2006,49,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.81954393554187",123.908567597957
"2684",2009,44,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.47712125471966",87.9810327856054
"2685",2006,20,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.25527250510331",70.4760196469445
"2686",2005,43,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62618633492728",277.601417511009
"2687",2006,42,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"2688",2009,46,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.74036268949424",114.475713290347
"2689",2009,33,"Never Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.60205999132796",99.6894636984864
"2690",2003,62,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.59198011410292",268.266292012557
"2691",2006,38,"Married","White","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.8750612633917",130.982177377461
"2692",2005,43,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.69897000433602",109.833985642199
"2693",2005,46,"Divorced","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.62618633492728",277.601417511009
"2694",2006,18,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.30102999566398",73.7757432746946
"2695",2009,63,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","2. No","5.59061783348625",267.901086855275
"2696",2006,43,"Never Married","Black","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.78532983501077",119.74085129618
"2697",2009,44,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.95424250943933",141.77517233318
"2698",2008,53,"Never Married","Black","Some College","2. Middle Atlantic","Information","<=Good","1. Yes","4.85400223312699",128.252661096619
"2699",2008,58,"Never Married","White","< HS Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.50514997831991",90.4819133566401
"2700",2003,23,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.34242268082221",76.8936025176112
"2701",2004,50,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.84509804001426",127.115743812184
"2702",2004,35,"Never Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"2703",2006,38,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","5.30102999566398",NA
"2704",2004,36,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.47712125471966",87.9810327856054
"2705",2005,32,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5",148.413159102577
"2706",2003,56,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.59198011410292",268.266292012557
"2707",2005,41,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","2. No","4.47712125471966",87.9810327856054
"2708",2004,40,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.60205999132796",99.6894636984864
"2709",2004,26,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.41497334797082",82.6796372966372
"2710",2006,26,"Married","White","HS Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.8750612633917",130.982177377461
"2711",2008,47,"Divorced","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.69019608002851",108.874525834712
"2712",2007,25,"Never Married","Black","College Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4",54.5981500331442
"2713",2006,58,"Married","Black","Some College","2. Middle Atlantic","Information","<=Good","2. No","5.73518995947785",309.5717712662
"2714",2008,57,"Married","White",NA,"2. Middle Atlantic","Information",">=Very Good","2. No","4.41500675395383",82.6823993373301
"2715",2003,30,"Never Married","White","< HS Grad","2. Middle Atlantic","Information",">=Very Good","2. No","4.08813608870055",59.6286455536557
"2716",2007,44,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.11394335230684",166.324941233877
"2717",2009,29,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.38021124171161",79.8549003093467
"2718",2007,51,"Married","White","College Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.77815125038364",118.884359339886
"2719",2006,37,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.53147891704226",92.8958447894966
"2720",2004,67,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","5.07918124604763",160.642475408263
"2721",2009,34,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.25527250510331",70.4760196469445
"2722",2003,50,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.79239168949825",120.589436530402
"2723",2005,38,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.07918124604763",160.642475408263
"2724",2008,55,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.14612803567824",171.765132627508
"2725",2003,27,"Never Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","4.79239168949825",120.589436530402
"2726",2007,39,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"2727",2007,54,"Married","White","Some College","2. Middle Atlantic","Industrial","<=Good","1. Yes","5",148.413159102577
"2728",2008,55,"Divorced","White","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","4.86332286012046",129.453644576625
"2729",2003,49,"Married","Black","Some College","2. Middle Atlantic","Information","<=Good","2. No","4.90308998699194",134.705375118879
"2730",2003,42,"Married","White","< HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.04139268515823",56.9055391446732
"2731",2005,39,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.47712125471966",87.9810327856054
"2732",2003,42,"Never Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.2211533219547",68.111994065327
"2733",2005,39,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.85733249643127",128.680488220624
"2734",2003,50,"Married","White","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.90308998699194",134.705375118879
"2735",2004,47,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.54406804435028",94.0727147457005
"2736",2003,40,"Never Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.47712125471966",87.9810327856054
"2737",2006,51,"Never Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"2738",2009,28,"Married","Asian","Some College","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.23044892137827",68.7480877337669
"2739",2007,53,"Divorced","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.54406804435028",94.0727147457005
"2740",2005,54,"Married","White","Some College","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.77815125038364",118.884359339886
"2741",2009,51,"Married","White","College Grad","2. Middle Atlantic","Information",">=Very Good","1. Yes","4.51851393987789",91.6992261117042
"2742",2008,33,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.90308998699194",134.705375118879
"2743",2008,55,"Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","4.84509804001426",127.115743812184
"2744",2003,44,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.61278385671974",100.764272842107
"2745",2009,30,"Married","White","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.66275783168157",105.927810775063
"2746",2005,40,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information","<=Good","1. Yes","4.47712125471966",87.9810327856054
"2747",2007,26,"Married","White","HS Grad","2. Middle Atlantic","Industrial","<=Good","2. No","4.60205999132796",99.6894636984864
"2748",2006,49,"Married","Asian","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","4.72427586960079",112.6488963421
"2749",2004,43,"Married","White","5. Advanced Degree","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","5.09691001300806",163.515863976238
"2750",2004,43,"Never Married","Black","Some College","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.41497334797082",82.6796372966372
"2751",2008,44,"Married","White","HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.38021124171161",79.8549003093467
"2752",2006,32,"Never Married","White","College Grad","2. Middle Atlantic","Industrial",">=Very Good","2. No","3.90308998699194",49.5553381215226
"2753",2009,34,"Married","Asian","5. Advanced Degree","2. Middle Atlantic","Information",">=Very Good","1. Yes","5.02938377768521",152.838800991182
"2754",2009,36,"Married","Asian","College Grad","2. Middle Atlantic","Information","<=Good","1. Yes","5",148.413159102577
"2755",2006,51,"Married","White","< HS Grad","2. Middle Atlantic","Industrial",">=Very Good","1. Yes","4.61909333062674",101.402052302992
